,Academic Year,B-T,C,Captain,Custom Field 1,Event,Events,Full Name,HIGH SCHOOL,HOMETOWN,HT,High School,Hometown,Ht,Ht.,LETTERS,Letters,NAME,NO,Name,No,POS,Pos,Pos.,Wt,Wt.,YR,Year,Yr,Yr.,title
11,,,,,,,,,,,,Sandburg,"Orland Park, Ill.",5-10,,,,,,Quinn Foley 3,22,,A,,,,,,Sr.,,2016 Women\'s Lacrosse Roster
12,,,,,,,,,,,,Schaumburg,"Schaumburg, Ill.",5-6,,,,,,Emily Lucnik 0,24,,A,,,,,,Fr.,,2016 Women\'s Lacrosse Roster
13,,,,,,,,,,,,Holy Family Catholic,"Excelsior, Minn.",5-6,,,,,,Nellie Bubb 2,26,,D/M,,,,,,Sr.,,2016 Women\'s Lacrosse Roster
14,,,,,,,,,,,,Maine South,"Park Ridge, Ill.",5-7,,,,,,Christina McCabe 0,27,,A,,,,,,Fr.,,2016 Women\'s Lacrosse Roster
15,,,,,,,,,,,,Westfield,"Carmel, Ind.",5-7,,,,,,Rebecca Pollard 3,28,,A,,,,,,Sr.,,2016 Women\'s Lacrosse Roster
16,,,,,,,,,,,,Arrowhead HS,"Hartland, Wis.",5-4,,,,,,Megan Lipke 1,29,,D,,,,,,So.,,2016 Women\'s Lacrosse Roster
17,,,,,,,,,,,,Noblesville HS,"Noblesville, Ind.",5-4,,,,,,Madalynne Russell 1,31,,G,,,,,,So.,,2016 Women\'s Lacrosse Roster
18,,,,,,,,,,,,Libertyville,"Green Oaks, Ill.",5-5,,,,,,Olivia Mayer 2,32,,M,,,,,,Jr.,,2016 Women\'s Lacrosse Roster
19,,,,,,,,,,,,York Community HS,"Elmhurst, Ill.",5-7,,,,,,Annalia Fowler 0,38,,G,,,,,,So.,,2016 Women\'s Lacrosse Roster
20,,,,,,,,,,,,Sandburg,"Orland Park, Ill.",5-5,,,,,,Kaylee Nolan 3,39,,M,,,,,,Sr.,,2016 Women\'s Lacrosse Roster
21,,,,,,,,,,,,Carl Sandburg,"Orland Park, Ill.",5-9,,,,,,Hanna Gobeille 2,44,,D,,,,,,Jr.,,2016 Women\'s Lacrosse Roster
0,,R/R,,,,,,,,,,Lockport,Lockport Ill.,5-4,,,,,,Jordan Arndt 1,3,,OF,,,,,,So.,,2016 Softball Roster
1,,R/R,,,,,,,,,,Alleman,"Rock Island, Ill.",5-8,,,,,,Madeline McGuire 0,4,,C,,,,,,Jr.,,2016 Softball Roster
2,,R/R,,,,,,,,,,Morris,"Morris, Ill.",5-5,,,,,,Lauren Severson 1,6,,INF,,,,,,So.,,2016 Softball Roster
3,,R/R,,,,,,,,,,Rock Canyon,"Denver, Colo.",5-4,,,,,,Zayne Blumberg 1,7,,C,,,,,,So.,,2016 Softball Roster
4,,L-L,,*,,,,,,,,Sherrard,"Viola, Ill.",5-8,,,,,,Ashley Anderson 3,8,,P,,,,,,Sr.,,2016 Softball Roster
5,,R/R,,,,,,,,,,Broomfield,"Broomfield, Colo.",5-11,,,,,,Shelby Grandt 1,9,,P/1B,,,,,,So.,,2016 Softball Roster
6,,R-R,,*,,,,,,,,Belleville West,"Millstadt, Ill.",5-5,,,,,,Kendra Rakers 3,11,,INF,,,,,,Sr.,,2016 Softball Roster
7,,R/R,,,,,,,,,,Geneseo,"Silvis, Ill.",5-11,,,,,,Kassandra Anderson 1,12,,OF,,,,,,Sr.,,2016 Softball Roster
8,,R-R,,,,,,,,,,Trinity,"Chicago, Ill.",5-8,,,,,,Ashley Klauss 1,13,,INF,,,,,,Jr.,,2016 Softball Roster
9,,R/R,,,,,,,,,,Jacobs,"Algonquin, Ill.",5-3,,,,,,Taylor Belo 0,14,,OF,,,,,,Fr.,,2016 Softball Roster
10,,R/R,,,,,,,,,,Lincoln-Way North,"Frankfort, Ill.",5-2,,,,,,Haley Ruch 0,15,,INF,,,,,,Fr.,,2016 Softball Roster
11,,R-R,,,,,,,,,,Lincoln-Way East,"Mokena, Ill.",5-8,,,,,,Jennifer Gray 3,16,,OF,,,,,,Sr.,,2016 Softball Roster
12,,R-R,,,,,,,,,,Geneva,"Geneva, Ill.",5-7,,,,,,Amanda Ebert 1,17,,OF,,,,,,Jr.,,2016 Softball Roster
13,,R/R,,,,,,,,,,Mountain Vista,"Highlands Ranch, Colo.",5-4,,,,,,Kelsey Heiland 0,18,,C,,,,,,Fr.,,2016 Softball Roster
14,,R/R,,,,,,,,,,Prophetstown,"Lyndon, Ill.",5-9,,,,,,Clare Kramer 0,19,,INF,,,,,,Fr.,,2016 Softball Roster
15,,R/R,,,,,,,,,,Moline,"Moline, Ill.",5-3,,,,,,Alaina Hofmann 0,20,,P/INF,,,,,,So.,,2016 Softball Roster
16,,L/L,,,,,,,,,,Rochester,"Rochester, Ill.",5-3,,,,,,Rachel Anderson 0,21,,OF,,,,,,Fr.,,2016 Softball Roster
17,,R/R,,,,,,,,,,Lockport,Lockport Ill.,5-4,,,,,,Haylie Arndt 1,22,,INF,,,,,,So.,,2016 Softball Roster
18,,L/L,,,,,,,,,,Prairie Ridge,"Cary, Ill.",5-3,,,,,,Kate Didier 0,23,,INF,,,,,,So.,,2016 Softball Roster
19,,R-R,,*,,,,,,,,The Woodlands,"The Woodlands, TX",5-7,,,,,,Brittany Kellett 1,24,,C,,,,,,Jr.,,2016 Softball Roster
20,,R/R,,,,,,,,,,Alleman,"Rock Island, Ill.",5-7,,,,,,Isabelle Anderson 0,25,,INF,,,,,,Fr.,,2016 Softball Roster
21,,R/R,,,,,,,,,,Mountain Vista,"Highlands Ranch, Colo.",5-7,,,,,,Danielle Klatt 0,26,,INF,,,,,,Fr.,,2016 Softball Roster
22,,R/R,,,,,,,,,,Johnsburg,"Ringwood, Ill.",5-11,,,,,,Carly Wilson 0,27,,INF,,,,,,Fr.,,2016 Softball Roster
23,,R/R,,,,,,,,,,Dakota Ridge,"Littleton, Colo.",5-3,,,,,,Baillie Brooks 0,29,,C,,,,,,Fr.,,2016 Softball Roster
24,,R/R,,,,,,,,,,Fisher,"Foosland, Ill.",5-7,,,,,,Kelcie Fredrickson 0,30,,P,,,,,,Fr.,,2016 Softball Roster
25,,R/R,,,,,,,,,,Mundelein,"Mundelein, Ill.",5-3,,,,,,Hannah Bulgart 0,31,,OF,,,,,,Fr.,,2016 Softball Roster
26,,R/R,,,,,,,,,,Lake Park,"Medinah, Ill.",5-2,,,,,,Marissa Catalano 0,32,,C,,,,,,Fr.,,2016 Softball Roster
0,,,,,R-R,,,John Sagen,,,,North,"Naperville, Ill.",,5-9,,*,,,,1,,,OF,,175.0,,,So.,,2016 Baseball Roster
1,,,,,R-R,,,Ryan Kairis,,,,Marist,"Chicago, Ill.",,5-9,,,,,,2,,,OF,,170.0,,,Fr.,,2016 Baseball Roster
2,,,,,L-R,,,Alex Fluehr,,,,Harlem,"Loves Park, Ill.",,5-10,,**,,,,3,,,INF,,170.0,,,Sr.,,2016 Baseball Roster
3,,,*,,R-R,,,John Swiderski,,,,Geneva,"Geneva, Ill.",,6-1,,***,,,,4,,,C,,200.0,,,Sr.,,2016 Baseball Roster
4,,,,,L-R,,,Trace Gingerich,,,,Sherrard,"Sherrard, Ill.",,6-0,,***,,,,5,,,INF,,190.0,,,Sr.,,2016 Baseball Roster
5,,,,,R-L,,,Joe Rimac,,,,Notre Dame,"Chicago, Ill.",,6-0,,,,,,6,,,P-INF,,180.0,,,Fr.,,2016 Baseball Roster
6,,,*,,R-R,,,Jeff Prior,,,,Rock Canyon,"Lone Tree, Colo.",,5-9,,**,,,,7,,,OF,,170.0,,,Sr.,,2016 Baseball Roster
7,,,,,R-R,,,Mitchel Ruh,,,,Hinckley-Big Rock,"Big Rock, Ill.",,6-0,,**,,,,8,,,C,,205.0,,,Jr.,,2016 Baseball Roster
8,,,,,R-R,,,Noah Greenberg,,,,Libertyville,"Libertyville, Ill.",,5-8,,,,,,9,,,INF,,180.0,,,So.,,2016 Baseball Roster
9,,,,,R-R,,,Cayton Wallace,,,,Davenport Assumption,"Rock Island, Ill.",,5-10,,**,,,,10,,,INF,,185.0,,,Jr.,,2016 Baseball Roster
10,,,*,,R-R,,,Darwin Townsend,,,,Libertyville,"Libertyville, Ill.",,6-2,,***,,,,11,,,P,,215.0,,,Sr.,,2016 Baseball Roster
11,,,,,R-R,,,Tommy Kiriakopoulos,,,,Huntley,"Lake-in-the-Hills, Ill.",,6-0,,*,,,,12,,,INF,,215.0,,,So.,,2016 Baseball Roster
12,,,,,L-R,,,Mike Powers,,,,Benet Academy,"Westmont, Ill.",,6-1,,,,,,13,,,P,,160.0,,,Fr.,,2016 Baseball Roster
13,,,,,R-R,,,Zach Morgenstern,,,,Peoria Notre Dame,"East Peoria, Ill.",,6-4,,*,,,,14,,,P,,185.0,,,Sr.,,2016 Baseball Roster
14,,,,,R-R,,,Walter White,,,,East Peoria,"East Peoria, Ill.",,5-11,,***,,,,15,,,P,,185.0,,,Sr.,,2016 Baseball Roster
15,,,,,R-R,,,Kyle McGinley,,,,J.K. Mullen,"Denver, Colo.",,6-3,,**,,,,16,,,P,,220.0,,,Jr.,,2016 Baseball Roster
16,,,,,R-R,,,Jack Hallmark,,,,Cherry Creek,"Englewood, Colo.",,5-9,,*,,,,17,,,INF,,150.0,,,So.,,2016 Baseball Roster
17,,,,,L-L,,,Nathan Gray,,,,Rock Island,"Rock Island, Ill.",,5-10,,*,,,,18,,,OF,,180.0,,,Sr.,,2016 Baseball Roster
18,,,,,R-R,,,Justin Joy,,,,Carl Sandburg,"Orland Park, Ill.",,5-7,,,,,,19,,,OF,,165.0,,,Jr.,,2016 Baseball Roster
19,,,,,R-R,,,John Dreveny,,,,Downers Grove South,"Darien, Ill.",,6-3,,,,,,20,,,INF,,201.0,,,Jr.,,2016 Baseball Roster
20,,,,,R-R,,,Nick Mosele,,,,University,"Bloomington, Ill.",,5-8,,,,,,21,,,INF,,160.0,,,Fr.,,2016 Baseball Roster
21,,,,,R-R,,,Doug Case,,,,Dakota Ridge,"Littleton, Colo.",,6-0,,,,,,22,,,INF,,185.0,,,Fr.,,2016 Baseball Roster
22,,,,,R-L,,,Greg Rusk,,,,Geneseo,"Geneseo, Ill.",,6-1,,,,,,23,,,P,,175.0,,,Fr.,,2016 Baseball Roster
23,,,,,R-R,,,Vinny Rotunno,,,,Lakes,"Lindenhurst, Ill.",,6-1,,,,,,24,,,P,,190.0,,,So.,,2016 Baseball Roster
24,,,,,R-R,,,John Moraski,,,,Kewanee,"Kewanee, Ill.",,5-11,,,,,,25,,,INF,,180.0,,,So.,,2016 Baseball Roster
25,,,,,R-R,,,Dalton Howard,,,,Mercer County,"Joy, Ill.",,6-3,,,,,,26,,,P,,215.0,,,Fr.,,2016 Baseball Roster
26,,,,,R-R,,,Mike Avella,,,,Crystal Lake South,"Crystal Lake, Ill.",,6-1,,,,,,27,,,P-OF,,180.0,,,Fr.,,2016 Baseball Roster
27,,,,,L-L,,,Connor Berek,,,,Riverside-Brookfield,"Brookfield, Ill.",,5-11,,,,,,28,,,P,,175.0,,,Fr.,,2016 Baseball Roster
28,,,,,L-R,,,Matt Loeffl,,,,Grayslake,"Grayslake, Ill.",,6-0,,*,,,,29,,,OF,,190.0,,,So.,,2016 Baseball Roster
29,,,,,R-R,,,Carter Amundsen,,,,Sheboygan South,"Sheboygan, Wis.",,6-0,,*,,,,30,,,OF,,195.0,,,So.,,2016 Baseball Roster
30,,,,,R-R,,,Brad Dubow,,,,Naperville Central,"Naperville, Ill.",,6-3,,*,,,,31,,,P,,215.0,,,So.,,2016 Baseball Roster
31,,,,,L-R,,,Peter Doughty,,,,York,"Elmhurst, Ill.",,6-1,,,,,,32,,,OF,,195.0,,,So.,,2016 Baseball Roster
32,,,,,L-R,,,Jason Pacanowski,,,,Plainfield North,"Plainfield, Ill.",,6-0,,,,,,33,,,C,,190.0,,,Fr.,,2016 Baseball Roster
33,,,,,R-R,,,Louis Hill,,,,United Township,"Port Byron, Ill.",,6-2,,,,,,34,,,P,,175.0,,,Fr.,,2016 Baseball Roster
34,,,,,R-R,,,Seth Barnes,,,,Thunderridge,"Littleton, Colo.",,6-0,,,,,,35,,,C,,205.0,,,Fr.,,2016 Baseball Roster
35,,,,,R-R,,,Alex Hillegonds,,,,Washington,"Washington, Ill.",,5-10,,,,,,36,,,OF,,160.0,,,Fr.,,2016 Baseball Roster
36,,,,,R-R,,,Mitch Malone,,,,Minooka,"Minooka, Ill.",,5-10,,,,,,37,,,P,,185.0,,,So.,,2016 Baseball Roster
37,,,,,R-R,,,Casey Weir,,,,Warren Township,"Wadsworth, Ill.",,6-3,,,,,,38,,,P,,190.0,,,Jr.,,2016 Baseball Roster
38,,,,,R-R,,,Kyle Zeberlein,,,,Mountain Vista,"Highlands Ranch, Colo.",,6-3,,,,,,39,,,C-INF,,210.0,,,Jr.,,2016 Baseball Roster
39,,,,,R-R,,,Forrest Hisey,,,,Vimy Ridge Academy,"Ardrossan, Alberta (Canada)",,6-2,,,,,,40,,,P,,190.0,,,Fr.,,2016 Baseball Roster
40,,,,,R-R,,,Eric Huizinga,,,,Batavia,"Batavia, Ill.",,6-1,,,,,,41,,,P,,200.0,,,Fr.,,2016 Baseball Roster
41,,,,,R-R,,,Zach Amundsen,,,,Zion-Benton,"Beach Park, Ill.",,6-3,,,,,,42,,,C,,200.0,,,Fr.,,2016 Baseball Roster
42,,,,,L-L,,,Chris Sauer,,,,Rock Canyon,"Littleton, Colo.",,6-3,,***,,,,43,,,P,,195.0,,,Sr.,,2016 Baseball Roster
43,,,,,L-L,,,Colton Hanke,,,,Marshalltown,"Marshalltown, Iowa",,5-10,,,,,,44,,,P-INF,,175.0,,,Fr.,,2016 Baseball Roster
44,,,,,R-R,,,Tyler Kellett,,,,J.K. Mullen,"Littleton, Colo.",,6-4,,,,,,45,,,P,,215.0,,,So.,,2016 Baseball Roster
45,,,,,R-R,,,Barrett Ingvaldsen,,,,Longmont,"Longmont, Colo.",,5-9,,,,,,46,,,P,,170.0,,,Fr.,,2016 Baseball Roster
46,,,,,R-R,,,Niccolo Laurienti,,,,Thunderridge,"Highlands Ranch, Colo.",,6-0,,,,,,46,,,P,,185.0,,,Jr.,,2016 Baseball Roster
47,,,,,R-R,,,Nick Refka,,,,Palatine,"Palatine, Ill.",,6-0,,*,,,,47,,,P,,185.0,,,Jr.,,2016 Baseball Roster
48,,,,,R-R,,,Clint Ugolini,,,,Badger,"Lake Geneva, Wis.",,5-10,,,,,,48,,,C,,185.0,,,Fr.,,2016 Baseball Roster
49,,,,,L-R,,,Connor Stowe,,,,Boulder,"Boulder, Colo.",,5-7,,,,,,49,,,OF,,180.0,,,So.,,2016 Baseball Roster
50,,,,,R-R,,,Ryan Grannemann,,,,McHenry West,"McHenry, Ill.",,5-10,,,,,,50,,,C,,220.0,,,Fr.,,2016 Baseball Roster
51,,,,,R-R,,,Tyler May,,,,University,"Normal, Ill.",,6-0,,,,,,51,,,OF,,185.0,,,So.,,2016 Baseball Roster
52,,,,,R-R,,,Skylar Williams,,,,Carmel Catholic,"Libertyville, Ill.",,6-0,,,,,,55,,,P,,180.0,,,Fr.,,2016 Baseball Roster
0,,,,,,,,Claire Bacon,,,,Rock Island,"Rock Island, Ill.",,,,,,,,,,,,,,,,Jr.,,2016 Women\'s Cross Country Roster
1,,,,,,,,Comet Blecha,,,,Plainfield North,"Plainfield, Ill.",,,,,,,,,,,,,,,,Jr.,,2016 Women\'s Cross Country Roster
2,,,,,,,,Nora Bosslet,,,,Fremd,"Barrington, Ill.",,,,**,,,,,,,,,,,,Sr.,,2016 Women\'s Cross Country Roster
3,,,,,,,,Abby Casey,,,,Lincoln-Way North,"Tinley Park, Ill.",,,,,,,,,,,,,,,,Fr.,,2016 Women\'s Cross Country Roster
4,,,,,,,,Marielena Castillo,,,,Ottawa,"Marseilles, Ill.",,,,,,,,,,,,,,,,Fr.,,2016 Women\'s Cross Country Roster
5,,,,,,,,Lyliana Chavez,,,,Mundelein,"Mundelein, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
6,,,,,,,,Kylie Cline,,,,Wethersfield,"Kewanee, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
7,,,,,,,,Kaitlyn Cline,,,,Wethersfield,"Kewanee, Ill.",,,,,,,,,,,,,,,,Fr.,,2016 Women\'s Cross Country Roster
8,,,,,,,,Alayna Connolly,,,,Downers Grove South,"Downers Grove, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
9,,,,,,,,Irene Crown,,,,Aurora Central Catholic,"Geneva, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
10,,,,,,,,Michelle DeArmond,,,,Moline,"Moline, Ill.",,,,,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
11,,,*,,,,,Katrina Friedrich,,,,Downers Grove South,"Downers Grove, Ill.",,,,***,,,,,,,,,,,,Sr.,,2016 Women\'s Cross Country Roster
12,,,,,,,,Carol Garcia,,,,Belvidere North,"Belvidere, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
13,,,,,,,,Alondra Hernandez,,,,East Aurora,"Aurora, Ill.",,,,*,,,,,,,,,,,,Jr.,,2016 Women\'s Cross Country Roster
14,,,,,,,,Jill Humecke,,,,Wheaton North,"Wheaton, Ill.",,,,,,,,,,,,,,,,Fr.,,2016 Women\'s Cross Country Roster
15,,,,,,,,Brianna Jepson,,,,Rockford Christian,"Belvidere, Ill.",,,,**,,,,,,,,,,,,Jr.,,2016 Women\'s Cross Country Roster
16,,,,,,,,Claire Koszewski,,,,Hartford Union,"Hartford, Wis.",,,,,,,,,,,,,,,,Fr.,,2016 Women\'s Cross Country Roster
17,,,,,,,,Erin LaRusso,,,,William Fremd,"Palatine, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
18,,,,,,,,Jessica Lechtenberg,,,,South Winneshiek,"Fort Atkinson, Iowa",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
19,,,,,,,,Julia Levy,,,,Jacobs,"Lake-in-the-Hills, Ill.",,,,,,,,,,,,,,,,Fr.,,2016 Women\'s Cross Country Roster
20,,,,,,,,Laura McNair,,,,Lake Zurich,"Lake Zurich, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
21,,,,,,,,Tayloran Miller,,,,Benton,"Benton, Ill.",,,,,,,,,,,,,,,,Fr.,,2016 Women\'s Cross Country Roster
22,,,,,,,,Amanda Nelson,,,,Rochester,"Springfield, Ill.",,,,**,,,,,,,,,,,,Jr.,,2016 Women\'s Cross Country Roster
23,,,,,,,,Hannah Penn,,,,Normal,"Normal, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
24,,,,,,,,Mackenzie Renihan,,,,Vernon Hills,"Vernon Hills, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
25,,,*,,,,,Sophia Ries,,,,Wilsonville,"Wilsonville, Ore.",,,,***,,,,,,,,,,,,Sr.,,2016 Women\'s Cross Country Roster
26,,,,,,,,Gena Rodriguez,,,,Community,"West Chicago, Ill.",,,,**,,,,,,,,,,,,Jr.,,2016 Women\'s Cross Country Roster
27,,,,,,,,Lauren Rosenthal,,,,Normal Community,"Towanda, Ill.",,,,**,,,,,,,,,,,,Jr.,,2016 Women\'s Cross Country Roster
28,,,,,,,,Sierra Scanlan,,,,Romeoville,"Romeoville, Ill.",,,,*,,,,,,,,,,,,Jr.,,2016 Women\'s Cross Country Roster
29,,,,,,,,Arianne Shipp,,,,Eagle Ridge Academy,"Brighton, Colo.",,,,,,,,,,,,,,,,Fr.,,2016 Women\'s Cross Country Roster
30,,,,,,,,Kaitlyn Stanley,,,,Lisle,"Lisle, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
31,,,,,,,,Margaret Utgaard,,,,Monticello,"White Heath, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
32,,,,,,,,Isabel Vallejo,,,,Rock Island,"Rock Island, Ill.",,,,*,,,,,,,,,,,,Jr.,,2016 Women\'s Cross Country Roster
33,,,,,,,,Sofia Wajner,,,,Palmetto Ridge,"Naples, Fla.",,,,,,,,,,,,,,,,Fr.,,2016 Women\'s Cross Country Roster
34,,,,,,,,Shannon Walsh,,,,Mahtomedi,"Mahtomedi, Minn.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
35,,,*,,,,,Brenna Whisler,,,,Pleasant Valley,"Bettendorf, Iowa",,,,***,,,,,,,,,,,,Sr.,,2016 Women\'s Cross Country Roster
36,,,,,,,,Cassidy Wingerd,,,,Streamwood,"Streamwood, Ill.",,,,*,,,,,,,,,,,,So.,,2016 Women\'s Cross Country Roster
0,,,,,,,,Dillan Baum,,,,Warrensburg-Latham,"Decatur, Ill.",,6-0,,,,,,1,,,RS,,140.0,,,,Fr.,2018 Men\'s Volleyball Roster
1,,,,,,,,Brett Niederer,,,,Central-Westosha,"Kenosha, Wis.",,5-8,,,,,,3,,,DS,,145.0,,,,Fr.,2018 Men\'s Volleyball Roster
2,,,,,,,,Matthew Schiferl,,,,Wheeling,"Arlington Heights, Ill.",,5-6,,,,,,4,,,L,,150.0,,,,Fr.,2018 Men\'s Volleyball Roster
3,,,,,,,,Brett Kliegl,,,,Neuqua Valley,"Bolingbrook, Ill.",,6-1,,,,,,5,,,L,,165.0,,,,Fr.,2018 Men\'s Volleyball Roster
4,,,,,,,,Gary Dodovich,,,,St. Benedict,"Chicago, Ill.",,6-1,,,,,,6,,,OH,,150.0,,,,Fr.,2018 Men\'s Volleyball Roster
5,,,,,,,,Ryan Hirschel,,,,Libertyville,"Libertyville, Ill.",,5-10,,,,,,7,,,S,,175.0,,,,Fr.,2018 Men\'s Volleyball Roster
6,,,,,,,,Jason Szara,,,,Lincoln-Way East,"Frankfort, Ill.",,6-2,,,,,,8,,,OH,,175.0,,,,Fr.,2018 Men\'s Volleyball Roster
7,,,,,,,,Joshua Richardson,,,,Homewood-Flossmoor,"Hazel Crest, Ill.",,6-0,,,,,,10,,,MH,,165.0,,,,Fr.,2018 Men\'s Volleyball Roster
8,,,,,,,,Anthony Acitelli,,,,Willowbrook,"Villa Park, Ill.",,5-11,,,,,,11,,,S/L,,165.0,,,,Jr.,2018 Men\'s Volleyball Roster
9,,,,,,,,Tyler Rubarts,,,,Paxton-Buckley-Loda,"Paxton, Ill.",,6-0,,,,,,12,,,OH,,165.0,,,,Sr.,2018 Men\'s Volleyball Roster
10,,,,,,,,Andrew Housholder,,,,Neuqua Valley,"Naperville, Ill.",,6-5,,,,,,14,,,MH,,180.0,,,,Fr.,2018 Men\'s Volleyball Roster
11,,,,,,,,John Cunningham,,,,Hononegah,"Roscoe, Ill.",,6-7,,,,,,16,,,Opp/MH,,195.0,,,,Fr.,2018 Men\'s Volleyball Roster
12,,,,,,,,Justin Murphy,,,,Glenbard East,"Lombard, Ill.",,6-0,,,,,,20,,,OH,,180.0,,,,Fr.,2018 Men\'s Volleyball Roster
0,,,,,,,,Alex Buffington,,,,Harlem,"Loves Park, Ill.",,,,,,,,,,,,,,,,Fr.,,2017-18 Women\'s Bowling Roster
1,,,,,,,,Staci Ficht,,,,Bremen,"Markham, Ill.",,,,,,,,,,,,,,,,Jr.,,2017-18 Women\'s Bowling Roster
2,,,,,,,,Ariel Gonsowski-Padron,,,,Zion-Benton,"Winthrop Harbor, Ill.",,,,,,,,,,,,,,,,Fr.,,2017-18 Women\'s Bowling Roster
3,,,,,,,,Taylor Kies,,,,Oswego,"Oswego, Ill.",,,,,,,,,,,,,,,,Fr.,,2017-18 Women\'s Bowling Roster
4,,,,,,,,Kasia Mucha,,,,Woodstock North,"Woodstock, Ill.",,,,,,,,,,,,,,,,So.,,2017-18 Women\'s Bowling Roster
5,,,,,,,,Carmella Russell,,,,Minooka,"Minooka, Ill.",,,,,,,,,,,,,,,,Fr.,,2017-18 Women\'s Bowling Roster
0,,,,,,,,,,,,Downers Grove South,"Westmont, Ill.",,,,,,,Vicki Andonova 3,,,,,,,,,Sr.,,2016-17 Women\'s Tennis Roster
1,,,,,,,,,,,,Hinsdale Central,"Burr Ridge, Ill.",,,,,,,Zeana Badawi 0,,,,,,,,,Fr.,,2016-17 Women\'s Tennis Roster
2,,,,*,,,,,,,,Buffalo Grove,"Arlington Heights, Ill.",,,,,,,Dana Goggin 3,,,,,,,,,Sr.,,2016-17 Women\'s Tennis Roster
3,,,,*,,,,,,,,Buffalo Grove,"Arlington Heights, Ill.",,,,,,,Lauren Goggin 3,,,,,,,,,Sr.,,2016-17 Women\'s Tennis Roster
4,,,,,,,,,,,,Alleman Catholic,"Rock Island, Ill.",,,,,,,Lauren Hogan 0,,,,,,,,,So.,,2016-17 Women\'s Tennis Roster
5,,,,,,,,,,,,Edwardsville,"Glen Carbon, Ill.",,,,,,,Madeline Lombardi 1,,,,,,,,,So.,,2016-17 Women\'s Tennis Roster
6,,,,,,,,,,,,Olathe East,"Overland Park, Kan.",,,,,,,Mollie Magee 1,,,,,,,,,Jr.,,2016-17 Women\'s Tennis Roster
7,,,,,,,,,,,,Kenwood Academy,"Chicago, Ill.",,,,,,,Caitlyn Schaffer 1,,,,,,,,,So.,,2016-17 Women\'s Tennis Roster
8,,,,,,,,,,,,Oswego,"Montgomery, Ill.",,,,,,,Kelsey Snodgrass 0,,,,,,,,,Fr.,,2016-17 Women\'s Tennis Roster
0,,,,,,,,,Lena-Winslow,"Lena, Ill.",5-6,,,,,,,Sierra Rood,1.0,,,DS,,,,,So.,,,,2016 Women\'s Volleyball Roster
1,,,,,,,,,Antioch,"Antioch, Ill.",5-8,,,,,,,Bianca Ori,2.0,,,OH,,,,,So.,,,,2016 Women\'s Volleyball Roster
2,,,,,,,,,Rock Island,"Rock Island, Ill.",5-2,,,,,,,Courtney Smith,3.0,,,DS,,,,,So.,,,,2016 Women\'s Volleyball Roster
3,,,,,,,,,Mother McAuley,"Orland Park, Ill.",5-7,,,,,**,,Claire Martin,4.0,,,OH,,,,,Jr.,,,,2016 Women\'s Volleyball Roster
4,,,*,,,,,,North Scott,"Eldridge, Iowa",5-5,,,,,***,,Hannah Lindaman,5.0,,,S,,,,,Sr.,,,,2016 Women\'s Volleyball Roster
5,,,,,,,,,Hall Township,"Ladd, Ill.",5-6,,,,,,,Brooke Keegan,6.0,,,S,,,,,Fr.,,,,2016 Women\'s Volleyball Roster
6,,,,,,,,,HS,"Moline, Ill.",5-9,,,,,*,,Rachel Butter,7.0,,,OH,,,,,Sr.,,,,2016 Women\'s Volleyball Roster
7,,,,,,,,,Broomfield,"Broomfield, Colo.",5-9,,,,,,,Victoria Biggerstaff,8.0,,,MH,,,,,So.,,,,2016 Women\'s Volleyball Roster
8,,,,,,,,,Lincoln-Way East,"Mokena, Ill.",5-8,,,,,,,Danielle Janacek,9.0,,,OH,,,,,So.,,,,2016 Women\'s Volleyball Roster
9,,,,,,,,,Clear Creek Amana,"North Liberty, Iowa",5-10,,,,,***,,Amy Kalkhoff,10.0,,,OH,,,,,Sr.,,,,2016 Women\'s Volleyball Roster
10,,,,,,,,,Huntley,"Huntley, Ill.",5-8,,,,,*,,Emily Westermeyer,11.0,,,OH,,,,,Jr.,,,,2016 Women\'s Volleyball Roster
11,,,,,,,,,Lindbergh,"St. Louis, Mo.",5-11,,,,,,,Brooke Harmon,12.0,,,MH,,,,,Fr.,,,,2016 Women\'s Volleyball Roster
12,,,*,,,,,,HS,"Lake Zurich, Ill.",5-8,,,,,***,,Nicole Morrissey,13.0,,,RS,,,,,Sr.,,,,2016 Women\'s Volleyball Roster
