,ID,FY,Area,Add1,City,STPostal,NPRZip5,NPRDisasterNo,DisasterDescription,County,Owner,ResType,DamageCat,DateClosed,StrucType,PartOfProj,ProjTitle,ProjID,Status,Action,ProjCounties,Grantee,Subgrantee,Type,NPRDateClosed,NPRPricePaid,NPRLatitude,NPRLongitude,NPRElevation
7081,653,1993,HMGP,1103 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101486,-90.94277,539.05
7085,657,1993,HMGP,1107A JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101482,-90.942665,538.97
7086,658,1993,HMGP,1107B JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101482,-90.942665,538.97
7087,659,1993,HMGP,1108 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101345,-90.93511,540.84
7088,660,1993,HMGP,1109 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100516999999996,-90.93513,548.25
7091,663,1993,HMGP,1111 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101482,-90.94263000000001,538.97
7092,664,1993,HMGP,1111 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100516999999996,-90.9351,548.25
7093,665,1993,HMGP,1113 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101482,-90.94259,538.94
7122,694,1993,HMGP,1201A WASHINGTON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.09943,-90.93379,547.02
7123,695,1993,HMGP,1201B WASHINGTON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.09943,-90.93379,547.02
7124,696,1993,HMGP,1201 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101541,-91.94505600000001,769.65
7125,697,1993,HMGP,1201 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100506,-90.93377,545.39
7128,700,1993,HMGP,1204 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100475,-90.93374,545.39
7131,703,1993,HMGP,1205 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101509,-90.945024,537.9
7132,704,1993,HMGP,1206 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100475,-90.93372,545.39
7133,705,1993,HMGP,1207 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100506,-90.933716,545.39
7136,708,1993,HMGP,1208 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100475,-90.9337,544.65
7162,734,1993,HMGP,1301 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101559,-90.94409499999999,538.43
7164,736,1993,HMGP,1301 WASHINGTON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.099422,-90.93285999999999,545.4
7165,737,1993,HMGP,1302 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.10046,-90.932785,543.32
7167,739,1993,HMGP,1303 WASHINGTON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.099422,-90.93284,545.4
7168,740,1993,HMGP,1305 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101569,-90.943927,537.78
7170,742,1993,HMGP,1306 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101431,-90.94390899999999,538.12
7171,743,1993,HMGP,1307 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101569,-90.9439,537.78
7172,744,1993,HMGP,1307 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100487,-90.93275,542.39
7173,745,1993,HMGP,1307 WASHINGTON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.099422,-90.93281,545.4
7180,752,1993,HMGP,13TH & WASHINGTON STREETS,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.206679,-90.586787,782.35
7181,753,1993,HMGP,1401 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100475,-90.93179,545.72
7182,754,1993,HMGP,1402-04 VAN BUREN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101952000000004,-90.927696,544.62
7183,755,1993,HMGP,1402 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942637,539.15
7184,756,1993,HMGP,1402 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.10045,-90.93178,545.06
7185,757,1993,HMGP,1408 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942637,539.15
7186,758,1993,HMGP,1408 WASHINGTON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.099373,-90.93084,544.9
7206,778,1993,HMGP,1501 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942637,539.15
7207,779,1993,HMGP,1501 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100475,-90.9309,544.28
7208,780,1993,HMGP,1501 WASHINGTON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.099403,-90.93095,544.89
7209,781,1993,HMGP,1502 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942637,539.15
7211,783,1993,HMGP,1503 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101138,-90.929324,542.49
7212,784,1993,HMGP,1503 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100475,-90.93087,544.28
7215,787,1993,HMGP,1505 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7218,790,1993,HMGP,1506 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100445,-90.930824,543.09
7219,791,1993,HMGP,1507 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7220,792,1993,HMGP,1508 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100445,-90.93079,543.09
7222,794,1993,HMGP,1509 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7225,797,1993,HMGP,1510 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7226,798,1993,HMGP,1511 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7227,799,1993,HMGP,1513 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7232,804,1993,HMGP,1603 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.10046,-90.92936,544.17
7233,805,1993,HMGP,1604 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101273,-90.92933000000001,542.45
7234,806,1993,HMGP,1605-7 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101251,-90.942367,540.73
7235,807,1993,HMGP,1608 VAN BUREN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101952000000004,-90.927696,544.62
7247,819,1993,HMGP,1700 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101259999999996,-90.92817,544.21
7250,822,1993,HMGP,1704  VAN BUREN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.102104,-90.92811,544.14
7251,823,1993,HMGP,1705 VAN BUREN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101952000000004,-90.927696,544.62
7292,864,1993,HMGP,202 3RD STREET SOUTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.105098999999996,-90.92795699999999,541.76
7297,869,1993,HMGP,202 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100629999999995,-90.94485,538.71
7300,872,1993,HMGP,203 13TH STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.097538,-90.933262,549.92
